"date","aqi","category","aqi_category"
2020-06-08,137,"Unhealthy","Unhealthy for Sensitive Groups"
2020-06-09,149,"Unhealthy","Unhealthy for Sensitive Groups"
2020-06-10,119,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-06-11,97,"Moderate","Moderate"
2020-06-12,74,"Moderate","Moderate"
2020-06-13,77,"Moderate","Moderate"
2020-06-14,86,"Moderate","Moderate"
2020-06-15,100,"Moderate","Moderate"
2020-06-16,104,"Moderate","Unhealthy for Sensitive Groups"
2020-06-17,101,"Moderate","Unhealthy for Sensitive Groups"
2020-06-18,75,"Moderate","Moderate"
2020-06-19,90,"Moderate","Moderate"
2020-06-20,88,"Moderate","Moderate"
2020-06-21,78,"Moderate","Moderate"
2020-06-22,88,"Moderate","Moderate"
2020-06-23,94,"Moderate","Moderate"
2020-06-24,84,"Moderate","Moderate"
2020-06-25,76,"Moderate","Moderate"
2020-06-26,68,"Moderate","Moderate"
2020-06-27,52,"Moderate","Moderate"
2020-06-28,99,"Moderate","Moderate"
2020-06-29,112,"Moderate","Unhealthy for Sensitive Groups"
2020-06-30,78,"Moderate","Moderate"
2020-07-01,60,"Moderate","Moderate"
2020-07-02,75,"Moderate","Moderate"
2020-07-03,99,"Moderate","Moderate"
2020-07-04,109,"Moderate","Unhealthy for Sensitive Groups"
2020-07-05,77,"Moderate","Moderate"
2020-07-06,62,"Moderate","Moderate"
2020-07-07,68,"Moderate","Moderate"
2020-07-08,128,"Moderate","Unhealthy for Sensitive Groups"
2020-07-09,71,"Moderate","Moderate"
2020-07-10,60,"Moderate","Moderate"
2020-07-11,61,"Moderate","Moderate"
2020-07-12,109,"Moderate","Unhealthy for Sensitive Groups"
2020-07-13,143,"Unhealthy","Unhealthy for Sensitive Groups"
2020-07-14,102,"Moderate","Unhealthy for Sensitive Groups"
2020-07-15,119,"Moderate","Unhealthy for Sensitive Groups"
2020-07-16,101,"Moderate","Unhealthy for Sensitive Groups"
2020-07-17,96,"Moderate","Moderate"
2020-07-18,80,"Moderate","Moderate"
2020-07-19,67,"Moderate","Moderate"
2020-07-20,86,"Moderate","Moderate"
2020-07-21,95,"Moderate","Moderate"
2020-07-22,89,"Moderate","Moderate"
2020-07-23,116,"Moderate","Unhealthy for Sensitive Groups"
2020-07-24,87,"Moderate","Moderate"
2020-07-25,108,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-07-26,92,"Moderate","Moderate"
2020-07-27,84,"Moderate","Moderate"
2020-07-28,119,"Moderate","Unhealthy for Sensitive Groups"
2020-07-29,122,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-07-30,66,"Moderate","Moderate"
2020-07-31,57,"Moderate","Moderate"
2020-08-01,68,"Moderate","Moderate"
2020-08-02,85,"Moderate","Moderate"
2020-08-03,108,"Moderate","Unhealthy for Sensitive Groups"
2020-08-04,108,"Moderate","Unhealthy for Sensitive Groups"
2020-08-05,31,"Good","Good"
2020-08-06,55,"Moderate","Moderate"
2020-08-07,79,"Moderate","Moderate"
2020-08-08,92,"Moderate","Moderate"
2020-08-09,69,"Moderate","Moderate"
2020-08-10,92,"Moderate","Moderate"
2020-08-11,96,"Moderate","Moderate"
2020-08-12,77,"Moderate","Moderate"
2020-08-13,102,"Moderate","Unhealthy for Sensitive Groups"
2020-08-14,79,"Moderate","Moderate"
2020-08-15,43,"Good","Good"
2020-08-16,57,"Moderate","Moderate"
2020-08-17,90,"Moderate","Moderate"
2020-08-18,77,"Moderate","Moderate"
2020-08-19,55,"Moderate","Moderate"
2020-08-20,50,"Good","Good"
2020-08-21,68,"Moderate","Moderate"
2020-08-22,127,"Unhealthy","Unhealthy for Sensitive Groups"
2020-08-23,107,"Moderate","Unhealthy for Sensitive Groups"
2020-08-24,112,"Moderate","Unhealthy for Sensitive Groups"
2020-08-25,37,"Good","Good"
2020-08-26,52,"Moderate","Moderate"
2020-08-27,87,"Moderate","Moderate"
2020-08-28,116,"Moderate","Unhealthy for Sensitive Groups"
2020-08-29,91,"Moderate","Moderate"
2020-08-30,117,"Moderate","Unhealthy for Sensitive Groups"
2020-08-31,120,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-09-01,122,"Moderate","Unhealthy for Sensitive Groups"
2020-09-02,100,"Moderate","Moderate"
2020-09-03,99,"Unhealthy for Sensitive Groups","Moderate"
2020-09-04,76,"Moderate","Moderate"
2020-09-05,81,"Moderate","Moderate"
2020-09-06,68,"Moderate","Moderate"
2020-09-07,58,"Moderate","Moderate"
2020-09-08,78,"Moderate","Moderate"
2020-09-09,145,"Unhealthy","Unhealthy for Sensitive Groups"
2020-09-10,111,"Moderate","Unhealthy for Sensitive Groups"
2020-09-11,81,"Moderate","Moderate"
2020-09-12,89,"Moderate","Moderate"
2020-09-13,73,"Moderate","Moderate"
2020-09-14,95,"Moderate","Moderate"
2020-09-15,110,"Moderate","Unhealthy for Sensitive Groups"
2020-09-16,83,"Moderate","Moderate"
2020-09-17,72,"Moderate","Moderate"
2020-09-18,98,"Moderate","Moderate"
2020-09-19,94,"Moderate","Moderate"
2020-09-20,117,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-09-21,56,"Good","Moderate"
2020-09-22,84,"Moderate","Moderate"
2020-09-23,92,"Moderate","Moderate"
2020-09-24,76,"Moderate","Moderate"
2020-09-25,68,"Moderate","Moderate"
2020-09-26,82,"Moderate","Moderate"
2020-09-27,127,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-09-28,121,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-09-29,151,"Unhealthy","Unhealthy"
2020-09-30,145,"Unhealthy","Unhealthy for Sensitive Groups"
2020-10-01,151,"Unhealthy","Unhealthy"
2020-10-02,110,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-10-03,125,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-10-04,120,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-10-05,127,"Unhealthy","Unhealthy for Sensitive Groups"
2020-10-06,110,"Moderate","Unhealthy for Sensitive Groups"
2020-10-07,124,"Unhealthy","Unhealthy for Sensitive Groups"
2020-10-08,110,"Moderate","Unhealthy for Sensitive Groups"
2020-10-09,141,"Unhealthy","Unhealthy for Sensitive Groups"
2020-10-10,153,"Unhealthy","Unhealthy"
2020-10-11,152,"Unhealthy","Unhealthy"
2020-10-12,150,"Unhealthy","Unhealthy for Sensitive Groups"
2020-10-13,168,"Unhealthy","Unhealthy"
2020-10-14,167,"Unhealthy","Unhealthy"
2020-10-15,184,"Unhealthy","Unhealthy"
2020-10-16,147,"Unhealthy","Unhealthy for Sensitive Groups"
2020-10-17,148,"Unhealthy","Unhealthy for Sensitive Groups"
2020-10-18,161,"Unhealthy","Unhealthy"
2020-10-19,133,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-10-20,153,"Unhealthy","Unhealthy"
2020-10-21,99,"Moderate","Moderate"
2020-10-22,58,"Moderate","Moderate"
2020-10-23,38,"Good","Good"
2020-10-24,75,"Moderate","Moderate"
2020-10-25,86,"Moderate","Moderate"
2020-10-26,148,"Unhealthy","Unhealthy for Sensitive Groups"
2020-10-27,171,"Unhealthy","Unhealthy"
2020-10-28,144,"Unhealthy","Unhealthy for Sensitive Groups"
2020-10-29,126,"Unhealthy","Unhealthy for Sensitive Groups"
2020-10-30,121,"Unhealthy","Unhealthy for Sensitive Groups"
2020-10-31,115,"Moderate","Unhealthy for Sensitive Groups"
2020-11-01,77,"Moderate","Moderate"
2020-11-02,114,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-11-03,119,"Moderate","Unhealthy for Sensitive Groups"
2020-11-04,192,"Unhealthy","Unhealthy"
2020-11-05,203,"Unhealthy","Very Unhealthy"
2020-11-06,188,"Unhealthy","Unhealthy"
2020-11-07,170,"Unhealthy","Unhealthy"
2020-11-08,140,"Unhealthy","Unhealthy for Sensitive Groups"
2020-11-09,116,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-11-10,115,"Moderate","Unhealthy for Sensitive Groups"
2020-11-11,121,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-11-12,139,"Unhealthy","Unhealthy for Sensitive Groups"
2020-11-13,139,"Unhealthy","Unhealthy for Sensitive Groups"
2020-11-14,146,"Unhealthy","Unhealthy for Sensitive Groups"
2020-11-15,163,"Unhealthy","Unhealthy"
2020-11-16,196,"Unhealthy","Unhealthy"
2020-11-17,169,"Unhealthy","Unhealthy"
2020-11-18,205,"Very Unhealthy","Very Unhealthy"
2020-11-19,227,"Unhealthy","Very Unhealthy"
2020-11-20,229,"Very Unhealthy","Very Unhealthy"
2020-11-21,214,"Unhealthy","Very Unhealthy"
2020-11-22,181,"Unhealthy","Unhealthy"
2020-11-23,195,"Unhealthy","Unhealthy"
2020-11-24,194,"Unhealthy","Unhealthy"
2020-11-25,177,"Unhealthy","Unhealthy"
2020-11-26,166,"Unhealthy","Unhealthy"
2020-11-27,176,"Unhealthy","Unhealthy"
2020-11-28,172,"Unhealthy","Unhealthy"
2020-11-29,179,"Unhealthy","Unhealthy"
2020-11-30,185,"Unhealthy","Unhealthy"
2020-12-01,200,"Very Unhealthy","Unhealthy"
2020-12-02,213,"Very Unhealthy","Very Unhealthy"
2020-12-03,228,"Very Unhealthy","Very Unhealthy"
2020-12-04,259,"Hazardous","Very Unhealthy"
2020-12-05,312,"Hazardous","Hazardous"
2020-12-06,258,"Very Unhealthy","Very Unhealthy"
2020-12-07,220,"Very Unhealthy","Very Unhealthy"
2020-12-08,203,"Unhealthy","Very Unhealthy"
2020-12-09,232,"Very Unhealthy","Very Unhealthy"
2020-12-10,188,"Unhealthy","Unhealthy"
2020-12-11,188,"Unhealthy","Unhealthy"
2020-12-12,214,"Very Unhealthy","Very Unhealthy"
2020-12-13,254,"Very Unhealthy","Very Unhealthy"
2020-12-14,274,"Very Unhealthy","Very Unhealthy"
2020-12-15,228,"Very Unhealthy","Very Unhealthy"
2020-12-16,207,"Very Unhealthy","Very Unhealthy"
2020-12-17,228,"Very Unhealthy","Very Unhealthy"
2020-12-18,211,"Unhealthy","Very Unhealthy"
2020-12-19,194,"Unhealthy","Unhealthy"
2020-12-20,261,"Very Unhealthy","Very Unhealthy"
2020-12-21,260,"Very Unhealthy","Very Unhealthy"
2020-12-22,274,"Very Unhealthy","Very Unhealthy"
2020-12-23,282,"Very Unhealthy","Very Unhealthy"
2020-12-24,244,"Very Unhealthy","Very Unhealthy"
2020-12-25,197,"Very Unhealthy","Unhealthy"
2020-12-26,212,"Very Unhealthy","Very Unhealthy"
2020-12-27,225,"Very Unhealthy","Very Unhealthy"
2020-12-28,262,"Very Unhealthy","Very Unhealthy"
2020-12-29,259,"Hazardous","Very Unhealthy"
2020-12-30,224,"Very Unhealthy","Very Unhealthy"
2020-12-31,222,"Very Unhealthy","Very Unhealthy"
2021-01-01,214,"Very Unhealthy","Very Unhealthy"
2021-01-02,201,"Unhealthy","Very Unhealthy"
2021-01-03,202,"Very Unhealthy","Very Unhealthy"
2021-01-04,237,"Very Unhealthy","Very Unhealthy"
2021-01-05,238,"Very Unhealthy","Very Unhealthy"
2021-01-06,246,"Unhealthy","Very Unhealthy"
2021-01-07,271,"Hazardous","Very Unhealthy"
2021-01-08,252,"Very Unhealthy","Very Unhealthy"
2021-01-09,244,"Very Unhealthy","Very Unhealthy"
2021-01-10,305,"Hazardous","Hazardous"
2021-01-11,316,"Hazardous","Hazardous"
2021-01-12,256,"Hazardous","Very Unhealthy"
2021-01-13,207,"Very Unhealthy","Very Unhealthy"
2021-01-14,236,"Very Unhealthy","Very Unhealthy"
2021-01-15,222,"Very Unhealthy","Very Unhealthy"
2021-01-16,297,"Very Unhealthy","Very Unhealthy"
2021-01-17,316,"Hazardous","Hazardous"
2021-01-18,289,"Very Unhealthy","Very Unhealthy"
2021-01-19,375,"Hazardous","Hazardous"
2021-01-20,363,"Hazardous","Hazardous"
2021-01-21,299,"Hazardous","Very Unhealthy"
2021-01-22,274,"Very Unhealthy","Very Unhealthy"
2021-01-23,255,"Very Unhealthy","Very Unhealthy"
2021-01-24,287,"Very Unhealthy","Very Unhealthy"
2021-01-25,248,"Unhealthy","Very Unhealthy"
2021-01-26,284,"Very Unhealthy","Very Unhealthy"
2021-01-27,228,"Very Unhealthy","Very Unhealthy"
2021-01-28,249,"Very Unhealthy","Very Unhealthy"
2021-01-29,254,"Very Unhealthy","Very Unhealthy"
2021-01-30,232,"Very Unhealthy","Very Unhealthy"
2021-01-31,254,"Very Unhealthy","Very Unhealthy"
2021-02-01,266,"Hazardous","Very Unhealthy"
2021-02-02,251,"Very Unhealthy","Very Unhealthy"
2021-02-03,232,"Very Unhealthy","Very Unhealthy"
2021-02-04,234,"Very Unhealthy","Very Unhealthy"
2021-02-05,233,"Unhealthy","Very Unhealthy"
2021-02-06,217,"Unhealthy","Very Unhealthy"
2021-02-07,180,"Unhealthy","Unhealthy"
2021-02-08,179,"Unhealthy","Unhealthy"
2021-02-09,183,"Unhealthy","Unhealthy"
2021-02-10,218,"Very Unhealthy","Very Unhealthy"
2021-02-11,265,"Very Unhealthy","Very Unhealthy"
2021-02-12,302,"Very Unhealthy","Hazardous"
2021-02-13,283,"Hazardous","Very Unhealthy"
2021-02-14,302,"Hazardous","Hazardous"
2021-02-15,323,"Hazardous","Hazardous"
2021-02-16,298,"Hazardous","Very Unhealthy"
2021-02-17,236,"Very Unhealthy","Very Unhealthy"
2021-02-18,260,"Very Unhealthy","Very Unhealthy"
2021-02-19,213,"Unhealthy","Very Unhealthy"
2021-02-20,202,"Unhealthy","Very Unhealthy"
2021-02-21,210,"Very Unhealthy","Very Unhealthy"
2021-02-22,201,"Very Unhealthy","Very Unhealthy"
2021-02-23,212,"Very Unhealthy","Very Unhealthy"
2021-02-24,322,"Hazardous","Hazardous"
2021-02-25,287,"Very Unhealthy","Very Unhealthy"
2021-02-26,196,"Unhealthy","Unhealthy"
2021-02-27,184,"Unhealthy","Unhealthy"
2021-02-28,166,"Unhealthy","Unhealthy"
2021-03-01,168,"Unhealthy","Unhealthy"
2021-03-02,175,"Unhealthy","Unhealthy"
2021-03-03,190,"Unhealthy","Unhealthy"
2021-03-04,202,"Unhealthy","Very Unhealthy"
2021-03-05,190,"Unhealthy","Unhealthy"
2021-03-06,163,"Unhealthy","Unhealthy"
2021-03-07,169,"Unhealthy","Unhealthy"
2021-03-08,196,"Unhealthy","Unhealthy"
2021-03-09,166,"Unhealthy","Unhealthy"
2021-03-10,150,"Unhealthy","Unhealthy for Sensitive Groups"
2021-03-11,171,"Unhealthy","Unhealthy"
2021-03-12,224,"Unhealthy","Very Unhealthy"
2021-03-13,213,"Unhealthy","Very Unhealthy"
2021-03-14,172,"Unhealthy","Unhealthy"
2021-03-15,209,"Unhealthy","Very Unhealthy"
2021-03-16,359,"Hazardous","Hazardous"
2021-03-17,209,"Unhealthy","Very Unhealthy"
2021-03-18,293,"Hazardous","Very Unhealthy"
2021-03-19,293,"Very Unhealthy","Very Unhealthy"
2021-03-20,267,"Very Unhealthy","Very Unhealthy"
2021-03-21,364,"Hazardous","Hazardous"
2021-03-22,253,"Very Unhealthy","Very Unhealthy"
2021-03-23,198,"Very Unhealthy","Unhealthy"
2021-03-24,251,"Very Unhealthy","Very Unhealthy"
2021-03-25,192,"Unhealthy","Unhealthy"
2021-03-26,209,"Unhealthy","Very Unhealthy"
2021-03-27,208,"Unhealthy","Very Unhealthy"
2021-03-28,204,"Unhealthy","Very Unhealthy"
2021-03-29,219,"Unhealthy","Very Unhealthy"
2021-03-30,162,"Unhealthy","Unhealthy"
2021-03-31,161,"Unhealthy","Unhealthy"
2021-04-01,161,"Unhealthy","Unhealthy"
2021-04-02,170,"Unhealthy","Unhealthy"
2021-04-03,178,"Unhealthy","Unhealthy"
2021-04-04,204,"Unhealthy","Very Unhealthy"
2021-04-05,175,"Unhealthy","Unhealthy"
2021-04-06,198,"Unhealthy","Unhealthy"
2021-04-07,287,"Hazardous","Very Unhealthy"
2021-04-11,173,"Unhealthy","Unhealthy"
2021-04-12,172,"Unhealthy","Unhealthy"
2021-04-13,150,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-04-14,138,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-04-15,120,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-04-16,126,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-04-17,110,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-04-18,123,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-04-19,107,"Moderate","Unhealthy for Sensitive Groups"
2021-04-20,96,"Moderate","Moderate"
2021-04-21,128,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-04-22,135,"Unhealthy","Unhealthy for Sensitive Groups"
2021-04-23,155,"Unhealthy","Unhealthy"
2021-04-24,234,"Very Unhealthy","Very Unhealthy"
2021-04-25,199,"Unhealthy","Unhealthy"
2021-04-26,142,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-04-27,127,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-04-28,132,"Unhealthy","Unhealthy for Sensitive Groups"
2021-04-29,177,"Unhealthy","Unhealthy"
2021-04-30,187,"Unhealthy","Unhealthy"
2021-05-01,161,"Unhealthy","Unhealthy"
2021-05-02,182,"Unhealthy","Unhealthy"
2021-05-03,147,"Unhealthy","Unhealthy for Sensitive Groups"
2021-05-04,142,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-05-05,196,"Unhealthy","Unhealthy"
2021-05-06,140,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-05-07,169,"Unhealthy","Unhealthy"
2021-05-08,120,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-05-09,147,"Unhealthy","Unhealthy for Sensitive Groups"
2021-05-10,141,"Unhealthy","Unhealthy for Sensitive Groups"
2021-05-11,123,"Moderate","Unhealthy for Sensitive Groups"
2021-05-12,139,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-05-13,107,"Moderate","Unhealthy for Sensitive Groups"
2021-05-14,113,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-05-15,97,"Moderate","Moderate"
2021-05-16,93,"Moderate","Moderate"
2021-05-17,90,"Moderate","Moderate"
2021-05-18,75,"Moderate","Moderate"
2021-05-19,94,"Moderate","Moderate"
2021-05-20,63,"Moderate","Moderate"
2021-05-21,81,"Moderate","Moderate"
2021-05-22,73,"Moderate","Moderate"
2021-05-23,119,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-05-24,124,"Unhealthy","Unhealthy for Sensitive Groups"
2021-05-25,44,"Good","Good"
2021-05-26,86,"Moderate","Moderate"
2021-05-27,100,"Moderate","Moderate"
2021-05-28,114,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-05-29,140,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-05-30,112,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-05-31,104,"Moderate","Unhealthy for Sensitive Groups"
2021-06-01,139,"Unhealthy","Unhealthy for Sensitive Groups"
2021-06-02,126,"Moderate","Unhealthy for Sensitive Groups"
2021-06-03,109,"Moderate","Unhealthy for Sensitive Groups"
2021-06-04,109,"Moderate","Unhealthy for Sensitive Groups"
2021-06-05,116,"Moderate","Unhealthy for Sensitive Groups"
2021-06-06,155,"Unhealthy","Unhealthy"
2021-06-07,142,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-06-08,116,"Moderate","Unhealthy for Sensitive Groups"
2021-06-09,134,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-06-10,139,"Unhealthy","Unhealthy for Sensitive Groups"
2021-06-11,80,"Moderate","Moderate"
2021-06-12,81,"Moderate","Moderate"
2021-06-13,71,"Moderate","Moderate"
2021-06-14,80,"Moderate","Moderate"
2021-06-15,75,"Moderate","Moderate"
2021-06-16,81,"Moderate","Moderate"
2021-06-17,97,"Moderate","Moderate"
2021-06-18,91,"Moderate","Moderate"
2021-06-19,118,"Moderate","Unhealthy for Sensitive Groups"
2021-06-20,128,"Unhealthy","Unhealthy for Sensitive Groups"
2021-06-21,122,"Moderate","Unhealthy for Sensitive Groups"
2021-06-22,128,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-06-23,120,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-06-24,140,"Unhealthy","Unhealthy for Sensitive Groups"
2021-06-25,118,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-06-26,150,"Unhealthy","Unhealthy for Sensitive Groups"
2021-06-27,114,"Moderate","Unhealthy for Sensitive Groups"
2021-06-28,74,"Moderate","Moderate"
2021-06-29,73,"Moderate","Moderate"
2021-06-30,90,"Moderate","Moderate"
2021-07-01,122,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-07-02,104,"Moderate","Unhealthy for Sensitive Groups"
2021-07-03,100,"Moderate","Moderate"
2021-07-04,98,"Moderate","Moderate"
2021-07-05,109,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-07-06,103,"Moderate","Unhealthy for Sensitive Groups"
2021-07-07,103,"Moderate","Unhealthy for Sensitive Groups"
2021-07-08,86,"Moderate","Moderate"
2021-07-09,107,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-07-10,116,"Moderate","Unhealthy for Sensitive Groups"
2021-07-11,80,"Moderate","Moderate"
2021-07-12,105,"Moderate","Unhealthy for Sensitive Groups"
2021-07-13,84,"Moderate","Moderate"
2021-07-14,77,"Moderate","Moderate"
2021-07-15,71,"Moderate","Moderate"
2021-07-16,79,"Moderate","Moderate"
2021-07-17,96,"Moderate","Moderate"
2021-07-18,82,"Moderate","Moderate"
2021-07-19,111,"Moderate","Unhealthy for Sensitive Groups"
2021-07-20,108,"Moderate","Unhealthy for Sensitive Groups"
2021-07-21,56,"Good","Moderate"
2021-07-22,39,"Good","Good"
2021-07-23,26,"Good","Good"
2021-07-24,26,"Good","Good"
2021-07-25,63,"Moderate","Moderate"
2021-07-26,60,"Moderate","Moderate"
2021-07-27,45,"Good","Good"
2021-07-28,24,"Good","Good"
2021-07-29,19,"Good","Good"
2021-07-30,25,"Good","Good"
2021-07-31,62,"Moderate","Moderate"
2021-08-01,70,"Moderate","Moderate"
2021-08-02,82,"Moderate","Moderate"
2021-08-03,98,"Moderate","Moderate"
2021-08-04,85,"Moderate","Moderate"
2021-08-05,118,"Moderate","Unhealthy for Sensitive Groups"
2021-08-06,96,"Moderate","Moderate"
2021-08-07,95,"Unhealthy for Sensitive Groups","Moderate"
2021-08-08,98,"Moderate","Moderate"
2021-08-09,88,"Moderate","Moderate"
2021-08-10,94,"Moderate","Moderate"
2021-08-11,125,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-08-12,121,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-08-13,111,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-08-14,96,"Moderate","Moderate"
2021-08-15,94,"Moderate","Moderate"
2021-08-16,131,"Unhealthy","Unhealthy for Sensitive Groups"
2021-08-17,106,"Moderate","Unhealthy for Sensitive Groups"
2021-08-18,100,"Moderate","Moderate"
2021-08-19,90,"Moderate","Moderate"
2021-08-20,83,"Moderate","Moderate"
2021-08-21,96,"Moderate","Moderate"
2021-08-22,79,"Moderate","Moderate"
2021-08-23,83,"Moderate","Moderate"
2021-08-24,113,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-08-25,145,"Unhealthy","Unhealthy for Sensitive Groups"
2021-08-26,133,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-08-27,111,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-08-28,109,"Moderate","Unhealthy for Sensitive Groups"
2021-08-29,86,"Moderate","Moderate"
2021-08-30,107,"Moderate","Unhealthy for Sensitive Groups"
2021-08-31,108,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-09-01,91,"Moderate","Moderate"
2021-09-02,114,"Moderate","Unhealthy for Sensitive Groups"
2021-09-03,108,"Moderate","Unhealthy for Sensitive Groups"
2021-09-04,147,"Unhealthy","Unhealthy for Sensitive Groups"
2021-09-05,147,"Unhealthy","Unhealthy for Sensitive Groups"
2021-09-06,88,"Moderate","Moderate"
2021-09-07,74,"Moderate","Moderate"
2021-09-08,88,"Moderate","Moderate"
2021-09-09,140,"Unhealthy","Unhealthy for Sensitive Groups"
2021-09-10,117,"Moderate","Unhealthy for Sensitive Groups"
2021-09-11,65,"Good","Moderate"
2021-09-12,86,"Moderate","Moderate"
2021-09-13,61,"Moderate","Moderate"
2021-09-14,82,"Moderate","Moderate"
2021-09-15,87,"Moderate","Moderate"
2021-09-16,91,"Moderate","Moderate"
2021-09-17,111,"Moderate","Unhealthy for Sensitive Groups"
2021-09-18,98,"Moderate","Moderate"
2021-09-19,59,"Good","Moderate"
2021-09-20,109,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-09-21,109,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-10-05,139,"Unhealthy","Unhealthy for Sensitive Groups"
2021-10-06,156,"Unhealthy","Unhealthy"
2021-10-07,176,"Unhealthy","Unhealthy"
2021-10-08,174,"Unhealthy","Unhealthy"
2021-10-09,175,"Unhealthy","Unhealthy"
2021-10-10,170,"Unhealthy","Unhealthy"
2021-10-11,170,"Unhealthy","Unhealthy"
2021-10-12,167,"Unhealthy","Unhealthy"
2021-10-13,163,"Unhealthy","Unhealthy"
2021-10-14,165,"Unhealthy","Unhealthy"
2021-10-15,142,"Unhealthy","Unhealthy for Sensitive Groups"
2021-10-16,125,"Moderate","Unhealthy for Sensitive Groups"
2021-10-17,100,"Moderate","Moderate"
2021-10-18,86,"Moderate","Moderate"
2021-10-19,105,"Moderate","Unhealthy for Sensitive Groups"
2021-10-20,129,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-10-21,155,"Unhealthy","Unhealthy"
2021-10-22,176,"Unhealthy","Unhealthy"
2021-10-23,164,"Unhealthy","Unhealthy"
2021-10-24,164,"Unhealthy","Unhealthy"
2021-10-25,175,"Unhealthy","Unhealthy"
2021-10-26,174,"Unhealthy","Unhealthy"
2021-10-27,166,"Unhealthy","Unhealthy"
2021-10-28,170,"Unhealthy","Unhealthy"
2021-10-29,153,"Unhealthy","Unhealthy"
2021-10-30,155,"Unhealthy","Unhealthy"
2021-10-31,166,"Unhealthy","Unhealthy"
2021-11-01,193,"Unhealthy","Unhealthy"
2021-11-02,188,"Unhealthy","Unhealthy"
2021-11-03,178,"Unhealthy","Unhealthy"
2021-11-04,175,"Unhealthy","Unhealthy"
2021-11-05,175,"Unhealthy","Unhealthy"
2021-11-06,171,"Unhealthy","Unhealthy"
2021-11-07,171,"Unhealthy","Unhealthy"
2021-11-08,176,"Very Unhealthy","Unhealthy"
2021-11-09,205,"Unhealthy","Very Unhealthy"
2021-11-10,191,"Unhealthy","Unhealthy"
2021-11-11,186,"Unhealthy","Unhealthy"
2021-11-12,177,"Unhealthy","Unhealthy"
2021-11-13,173,"Unhealthy","Unhealthy"
2021-11-14,172,"Unhealthy","Unhealthy"
2021-11-15,186,"Unhealthy","Unhealthy"
